ShortName,ISIN,Preis,CouponRate,Emittent,ValorSymbol,ValorNumber,Yield,DurationToWorst,SubscriptionPaymentDueDate,Restlaufzeit,Fälligkeit,Emissionsvolumen,ProductLineDesc,Währung,ClosingPerformance,ClosingDelta,BidVolume,BidPrice,Preis (Brief),Volumen (Brief),MidSpread,PreviousClosingPrice,LatestTradeDate,LatestTradeTime,OpeningPrice,DailyHighPrice,DailyLowPrice,OnMarketVolume,OffBookVolume,TotalTurnover,TotalTurnoverCHF,Land,Industrie,SecTypeDesc,BondListedFlag,BondDutyToReportFlag,SpecialFlagDesc,Schuldner,Mdy,Unnamed: 2,Rating_x,ESG,RTG_SP,INV,BB_COMPOSITE,Blend,Rating_y,ESG_MSCI,Rating,Domicil,LastCoupon,AccruedInterest,Dirty Price
1.10 SWISSGRID 22-27,CH1189217784,96.5,1.1,Swissgrid AG,SGD27,118921778,2.094,3.917,20220630,4.08,30.06.2027,175.0,Bonds - CHF Domestic,CHF,0.0,0.0,350000,96.05,96.55,320.0,0.5192,96.5,20230613.0,,,,,0,0,0.0,0.0,Switzerland,Utilities,Bond,1,1,,Swissgrid AG,,,AA,Nein,,,,,,,AA,Domestic,2022-06-30,1.0847222222222224,97.58472222222223
1.117 CELLNEX 20-25,CH0555837753,96.9,1.117,Cellnex Telecom S.A.,CEL201,55583775,3.008,2.041,20200717,1.88,17.07.2025,100.0,Bonds - CHF Foreign,CHF,0.0,0.0,75000,96.3,97,100.0,0.7243,96.9,20230615.0,,,,,0,0,0.0,0.0,Spain,Misc. services,Bond,1,1,,,,,,,,,,,,,,Foreign,2022-07-17,1.0487388888888889,97.9487388888889
1.125 AUCKL 13-24,CH0204017005,99.62,1.125,Auckland Council,ACK13,20401700,,,20130207,,07.02.2024,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,250000,99.51,99.63,250.0,0.1205,99.62,20230607.0,,,,,0,0,0.0,0.0,New Zealand,Countries,Bond,1,1,,,,,,,,,,,AA,,AA,Foreign,2023-02-07,0.415625,100.03562500000001
1.125 AUTONEUM 16-23,CH0326213904,99.29,1.125,Autoneum,AUH16,32621390,,,20160704,,04.07.2023,75.0,Bonds - CHF Domestic,CHF,0.0,0.0,60000,98.11,99.29,40.0,1.1955,99.29,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Machinery,Bond,1,1,,Autoneum,,,BB-,Ja,,,,,,,BB-,Domestic,2022-07-04,1.096875,100.386875
1.125 AUTONEUM 17-25,CH0373476032,95.7,1.125,Autoneum,AUT17,37347603,,,20171208,,08.12.2025,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,25000,95.55,95.75,105.0,0.2091,95.7,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Machinery,Bond,1,1,,Autoneum,,,BB-,Ja,,,,,,,BB-,Domestic,2022-12-08,0.60625,96.30625
1.125 BAL 14-24,CH0261399064,98.8,1.125,Baloise,BAL14,26139906,2.221,1.486,20141219,1.55,19.12.2024,150.0,Bonds - CHF Domestic,CHF,0.0,0.0,50000,98.45,98.85,100.0,0.4055,98.8,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Insurances,Bond,1,1,,,,,,,,,,,,,,Domestic,2022-12-19,0.5718749999999999,99.371875
1.125 BANSAN 17-27,CH0372831534,94.0,1.125,Banco Santander S.A.,BS172,37283153,2.86,3.968,20170720,4.14,20.07.2027,190.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,93.3,94.05,100.0,0.8006,94.0,20230615.0,,,,,0,0,0.0,0.0,Spain,Banks,Bond,1,1,,,,,,,,,,,A,,A,Foreign,2022-07-20,1.046875,95.046875
1.125 BARCGB 18-23,CH0426621683,99.94,1.125,Barclays PLC,BAC18,42662168,,,20180712,,12.07.2023,175.0,Bonds - CHF Foreign,CHF,0.0,0.0,200000,99.94,99.95,200.0,0.01,99.94,20230612.0,,,,,0,0,0.0,0.0,United Kingdom,Banks,Bond,1,1,,,,,,,,,,,BBB+,,BBB+,Foreign,2022-07-12,1.071875,101.011875
1.125 BCG 17-27,CH0368697717,95.4,1.125,Banque Cantonale de Genève,BCG171,36869771,2.582,3.908,20170628,4.08,28.06.2027,110.0,Bonds - CHF Domestic,CHF,0.0,0.0,75000,94.6,94.95,250.0,0.3693,95.4,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Banque Cantonale de Genève,,,A+,Ja,,,,,,,A+,Domestic,2022-06-28,1.115625,96.515625
1.125 BKW 22-29,CH1179184408,94.6,1.125,BKW AG,BKW222,117918440,2.287,5.682,20220427,5.91,27.04.2029,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,75000,93.85,94.7,100.0,0.9016,94.6,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Utilities,Bond,1,1,,BKW AG,,,A,Nein,,,,,,,A,Domestic,2023-04-27,0.16874999999999998,94.76875
1.125 BMWF 26 /EB,XS1823246803,98.0,1.125,BMW Finance,USD185,41833711,,,20180522,,22.05.2026,750.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,98.0,,,,,,0,0,0.0,0.0,Eurobond EUR,Banks,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-05-22,0.09062500000000001,98.090625
1.125 BOBST 18-24,CH0434678352,98.36,1.125,Bobst Group SA,BOB18,43467835,2.5,1.258,20180927,1.32,27.09.2024,135.0,Bonds - CHF Domestic,CHF,0.0,0.0,20000,98.3,99.25,5.0,0.9618,98.36,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Machinery,Bond,1,1,,Bobst Group SA,,,BBB-,Nein,,,,,,,BBB-,Domestic,2022-09-27,0.83125,99.19125
1.125 CAHL 14-24,CH0243273759,99.18,1.125,Credit Agricole Home Loan SFH,CAB141,24327375,2.201,0.958,20140605,1.01,05.06.2024,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,99.01,99.2,100.0,0.1917,99.18,20230607.0,,,,,0,0,0.0,0.0,France,Banks,Bond,1,1,,,,,,,,,,,AAA,,AAA,Foreign,2023-06-05,0.046875,99.226875
1.125 CLA 19-26,CH0469273541,97.3,1.125,Clariant AG,CLN19,46927354,2.386,2.786,20190415,2.87,15.04.2026,200.0,Bonds - CHF Domestic,CHF,0.05,0.05,25000,97.05,97.3,15.0,0.2573,97.25,20230620.0,110937.633,97.25,97.3,97.05,100000,0,97225.0,97225.0,Switzerland,"Chemicals, Pharma",Bond,1,1,,Clariant AG,Ba1,,BBB-,Nein,,,,,,,BBB-,Domestic,2023-04-15,0.20625,97.50625
1.125 DHSF 15-28,CH0305558030,95.55,1.125,DH Switzerland Finance,DHS151,30555803,2.062,5.297,20151208,5.52,08.12.2028,210.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,94.8,95.6,85.0,0.8403,95.55,20230530.0,,,,,0,0,0.0,0.0,Luxembourg,Misc. services,Bond,1,1,,,,,,,,,,,A-,,A-,Foreign,2022-12-08,0.60625,96.15625
1.125 EBN 12-24,CH0185843015,99.35,1.125,EBN B.V.,EBN121,18584301,2.019,1.028,20120704,1.09,04.07.2024,125.0,Bonds - CHF Foreign,CHF,0.0,0.0,250000,99.09,99.38,250.0,0.2922,99.35,20230522.0,,,,,0,0,0.0,0.0,Netherlands,Utilities,Bond,1,1,,,,,,,,,,,,,,Foreign,2022-07-04,1.096875,100.44687499999999
1.125 EGW 14-29,CH0253243353,97.2,1.125,EGW,EGW50,25324335,1.815,6.025,20140924,6.31,24.09.2029,171.4,Bonds - CHF Domestic,CHF,0.0,0.0,200000,96.05,97.3,200.0,1.293,97.2,20230406.0,,,,,0,0,0.0,0.0,Switzerland,Issuing agencies,Bond,1,1,,EGW,,,AAA,Ja,,,,,,,AAA,Domestic,2022-09-24,0.840625,98.040625
1.125 GIV 22-26,CH1191714703,98.15,1.125,Givaudan SA,GIV22,119171470,1.766,2.953,20220615,3.04,15.06.2026,150.0,Bonds - CHF Domestic,CHF,-0.41,-0.4,50000,98.2,98.6,160.0,0.4065,98.55,20230620.0,100023.297,98.15,98.2,98.15,95000,0,93267.5,93267.5,Switzerland,"Chemicals, Pharma",Bond,1,1,,Givaudan SA,Baa1,,BBB+,Ja,,,,,,,BBB+,Domestic,2023-06-15,0.015625,98.165625
1.125 GR DI 17-24,CH0361532952,98.6,1.125,Grande Dixence,DIX175,36153295,2.507,1.028,20170704,1.09,04.07.2024,160.0,Bonds - CHF Domestic,CHF,0.0,0.0,200000,98.61,98.76,35.0,0.152,98.6,20230616.0,,,,,0,0,0.0,0.0,Switzerland,Utilities,Bond,1,1,,Grande Dixence,,,BBB-,Ja,,,,,,,BBB-,Domestic,2022-07-04,1.096875,99.69687499999999
1.125 HBMHE 21-27,CH1109638499,94.2,1.125,HBM N,HBM21,110963849,,,20210712,,12.07.2027,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,50000,94.05,94.25,100.0,0.2124,94.2,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Investment companies,Bond,1,1,,,,,,,,,,,,,,Domestic,2022-07-12,1.071875,95.27187500000001
1.125 KO 27 /EE,XS1197833053,100.63,1.125,Coca-Cola,EU2912,27309253,,,20150309,,09.03.2027,1500.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,100.63,20170228.0,,,,,0,0,0.0,0.0,Eurobond EUR,"Food, luxury goods",Bond,0,0,,,,,,,,,,,A+,,A+,Foreign,2023-03-09,0.32187499999999997,100.951875
1.125 KT SO 12-27,CH0199773232,98.05,1.125,"Solothurn, Kanton",SO121,19977323,1.798,4.33,20121129,4.49,29.11.2027,200.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,97.2,98.15,100.0,0.9726,98.05,20230522.0,,,,,0,0,0.0,0.0,Switzerland,"Regions, Cantons, Provinces, etc.",Bond,1,1,,"Solothurn, Kanton",,,AA-,Ja,,,,,,,AA-,Domestic,2022-11-29,0.634375,98.684375
1.125 LU KB 14-23,CH0246920208,99.98,1.125,Luzerner Kantonalbank AG,LUK14,24692020,,,20140630,,30.06.2023,300.0,Bonds - CHF Domestic,CHF,0.0,0.0,200000,99.97,99.99,105.0,0.02,99.98,20230607.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Luzerner Kantonalbank AG,,,AA+,Nein,,,,,,,AA+,Domestic,2022-06-30,1.109375,101.089375
1.125 MON 15-25,CH0274758835,97.75,1.125,Mondelez International,MON152,27475883,2.109,2.494,20150330,2.58,30.12.2025,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,97.65,97.8,250.0,0.1535,97.75,20230619.0,,,,,0,0,0.0,0.0,United States,"Food, luxury goods",Bond,1,1,,,,,,,,,,,BBB,,BBB,Foreign,2022-12-30,0.5375,98.2875
1.125 Mondelez 15-23,CH0297782952,99.6,1.125,Mondelez International,MON154,29778295,,,20151006,,21.12.2023,265.0,Bonds - CHF Foreign,CHF,0.0,0.0,440000,99.52,99.62,200.0,0.1004,99.6,20230609.0,,,,,0,0,0.0,0.0,United States,"Food, luxury goods",Bond,1,1,,,,,,,,,,,BBB,,BBB,Foreign,2022-12-21,0.565625,100.16562499999999
1.125 NOFIN 17-27,XS1585010074,99.87,1.125,Novartis Finance,EUF081,36213351,,,20170331,,30.09.2027,600.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,99.87,,,,,,0,0,0.0,0.0,Listed Foreign Currency Bond EUR,"Chemicals, Pharma",Bond,1,1,,,,,,,,,,,,,,Foreign,2022-09-30,0.8218749999999999,100.69187500000001
1.125 PB S576 12-23,CH0199589588,99.71,1.125,Pfandbriefbank,PB576,19958958,,,20121116,,16.11.2023,685.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,99.7,99.76,55.0,0.0602,99.71,20230614.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefbank,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2022-11-16,0.6749999999999999,100.38499999999999
1.125 PB S615 15-42,CH0284687420,87.22,1.125,Pfandbriefbank,PB615,28468742,2.014,17.033,20150619,19.05,19.06.2042,352.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,86.4,88.51,100.0,2.4127,87.22,20221212.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefbank,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2023-06-19,0.003125,87.223125
1.125 PB S664 18-48,CH0434678402,85.9,1.125,Pfandbriefbank,PB664,43467840,1.936,21.597,20181009,25.36,09.10.2048,250.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,84.3,86.3,100.0,2.3447,85.9,20230421.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefbank,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2022-10-09,0.7937500000000001,86.69375000000001
1.125 PB S665 18-47,CH0438965581,85.9,1.125,Pfandbriefbank,PB665,43896558,1.961,20.895,20181019,24.38,18.10.2047,450.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,84.34,86.25,100.0,2.2393,85.9,20230424.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefbank,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2022-10-18,0.765625,86.665625
1.125 PB S717 22-52,CH1174335807,85.37,1.125,Pfandbriefbank,PB717,117433580,1.846,24.234,20220408,28.85,08.04.2052,180.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,84,85.82,100.0,2.1434,85.37,20230613.0,,,,,0,0,0.0,0.0,Switzerland,Mortgage institutes,Swiss Pfandbriefe,1,1,,Pfandbriefbank,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2023-04-08,0.228125,85.59812500000001
1.125 SCMNVX 26 /EE,XS1803247557,99.61,1.125,Lunar Funding V PLC,EU3275,41257381,,,20180412,,12.10.2026,500.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,99.61,,,,,,0,0,0.0,0.0,Eurobond EUR,Mortgage institutes,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-10-12,0.7843749999999999,100.394375
1.125 SIKA 18-28,CH0425766521,95.85,1.125,Sika,SIK186,42576652,2.027,4.891,20180712,5.11,12.07.2028,130.0,Bonds - CHF Domestic,CHF,-1.34,-1.3,25000,95.8,98.1,50.0,2.3724,97.15,20230620.0,103714.775,95.85,95.85,95.85,50000,0,47925.0,47925.0,Switzerland,"Chemicals, Pharma",Bond,1,1,,Sika,,,A-,Ja,,,,,,,A-,Domestic,2022-07-12,1.071875,96.921875
1.125 St. LU 22-28,CH1199660007,99.15,1.125,"Lugano, Stadt",LUG22,119966000,1.983,5.028,20220902,5.25,01.09.2028,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,95.85,-Market,0.0,0.0,99.15,20230428.0,,,,,0,0,0.0,0.0,Switzerland,Communities & Cities,Bond,1,1,,"Lugano, Stadt",Aa3,,A+,Ja,,,,,,,A+,Domestic,2022-09-01,0.9125,100.0625
1.125 TELNO 24 /EV,XS1964629882,102.27,1.125,TELENOR ASA,SEK158,46915512,,,20190319,,19.03.2024,2000.0,Bonds - Non CHF,SEK,0.0,0.0,0,,,0.0,,102.27,20210106.0,,,,,0,0,0.0,0.0,Eurobond SEK,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-03-19,0.290625,102.560625
1.125 VW 24 /EE,XS1692347526,103.07,1.125,Volkswagen Leasing GmbH,EU3181,38458384,,,20171004,,04.04.2024,1000.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,103.07,20190528.0,,,,,0,0,0.0,0.0,Eurobond EUR,Misc. services,Bond,0,0,,,,,,,,,,,,,,Foreign,2023-04-04,0.24062499999999998,103.31062499999999
1.125 WFC 20-28,CH0545766526,92.4,1.125,Wells Fargo,WEF201,54576652,2.807,4.818,20200526,4.99,26.05.2028,100.0,Bonds - CHF Foreign,CHF,0.0,0.0,125000,92.5,92.95,205.0,0.4853,92.4,20230619.0,,,,,0,0,0.0,0.0,United States,Banks,Bond,1,1,,,,,,,,,,,A,,A,Foreign,2023-05-26,0.078125,92.478125
1.125 ZH 15-40,CH0284950505,91.35,1.125,"Zürich, Stadt",ZUR15,28495050,1.887,15.283,20150626,17.07,26.06.2040,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,89.35,-Market,0.0,0.0,91.35,20211108.0,,,,,0,0,0.0,0.0,Switzerland,Communities & Cities,Bond,1,1,,"Zürich, Stadt",,,AA,Ja,,,,,,,AA,Domestic,2022-06-26,1.121875,92.471875
1.125 ZKB 13-24,CH0203872863,99.54,1.125,Zürcher Kantonalbank,ZKB129,20387286,,,20130129,,29.01.2024,300.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,99.46,99.61,160.0,0.1507,99.54,20230607.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Zürcher Kantonalbank,,,AAA,Ja,,,,,,,AAA,Domestic,2023-01-29,0.44375,99.98375
1.125 ZVG 22-29,CH1170565712,95.15,1.125,Zürich Vers.-Gesellschaft,ZIC23,117056571,2.15,5.8,20220404,5.84,04.07.2029,400.0,Bonds - CHF Domestic,CHF,0.0,0.0,75000,94.35,95.2,50.0,0.8969,95.15,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Insurances,Bond,1,1,,Zürich Vers.-Gesellschaft,A1,,A+,Ja,,,,,,,A+,Domestic,2022-07-04,1.096875,96.246875
1.15 TANNER 21-24,CH1137122789,96.79,1.15,Tanner Servicios Financieros,TAS21,113712278,,,20211026,,26.04.2024,125.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,96.8,96.89,250.0,0.0929,96.79,20230616.0,,,,,0,0,0.0,0.0,Chile,Investment companies,Bond,1,1,,,,,,,,,,,BBB-,,BBB-,Foreign,2023-04-26,0.17569444444444446,96.96569444444445
1.158 HYUNDCS 22-24,CH1187520478,98.91,1.158,Hyunday Capital Services,HYU022,118752047,2.492,0.983,20220614,1.04,14.06.2024,100.0,Bonds - CHF Foreign,CHF,0.0,0.0,50000,98.73,98.91,100.0,0.1821,98.91,20230619.0,,,,,0,0,0.0,0.0,South Korea,Transport,Bond,1,1,Green Bond,,,,,,,,,,BBB+,,BBB+,Foreign,2023-06-14,0.019299999999999998,98.9293
1.167 DNB 22-27,CH1184694730,95.55,1.167,DNB Bank ASA,DNB22,118469473,2.373,3.882,20220603,3.01,03.06.2027,200.0,Bonds - CHF Foreign,CHF,0.0,0.0,200000,95.55,95.8,250.0,0.2613,95.55,20230616.0,,,,,0,0,0.0,0.0,Norway,Banks,Bond,1,1,,,,,,,,,,,AA-,,AA-,Foreign,2023-06-03,0.055108333333333336,95.60510833333333
1.183 CEMBRA 22-25,CH1189217735,96.85,1.183,Cembra Money Bank,CMB22,118921773,2.619,2.4,20220527,2.49,27.11.2025,250.0,Bonds - CHF Domestic,CHF,0.0,0.0,35000,96.75,96.85,350.0,0.1033,96.85,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Cembra Money Bank,,,A-,Nein,,,,,,,A-,Domestic,2022-11-27,0.6736527777777778,97.52365277777777
1.19 BKUBSG 19-30,CH0483180912,100.0,1.19,UBS Group AG,EUF087,48318091,,,20190611,,11.03.2030,100.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,100.0,,,,,,0,0,0.0,0.0,Listed Foreign Currency Bond EUR,Banks,Bond,1,1,,UBS Group AG,A3,,A-,Ja,,,,,,,A-,Foreign,2023-03-11,0.3338611111111111,100.3338611111111
1.195 RZD 19-28,CH0419041634,43.25,1.195,Russian Railways,RZD191,41904163,,,20191003,,03.04.2028,150.0,Bonds - CHF Foreign,CHF,0.0,0.0,5000,43.25,60,100.0,32.4455,43.25,20230601.0,,,,,0,0,0.0,0.0,Russia,Transport,Bond,1,1,,,,,,,,,,,,,,Foreign,2023-04-03,0.2589166666666667,43.508916666666664
1.20 KT BS 22-28,CH1193213126,99.15,1.2,"Basel-Stadt, Kanton",BSK221,119321312,1.591,5.328,20221222,5.56,22.12.2028,130.0,Bonds - CHF Domestic,CHF,0.0,0.0,190000,97.95,99.25,150.0,1.3185,99.15,20230608.0,,,,,0,0,0.0,0.0,Switzerland,"Regions, Cantons, Provinces, etc.",Bond,1,1,Green Bond,"Basel-Stadt, Kanton",,,AAA,Ja,,,,,,,AAA,Domestic,2022-12-22,0.6,99.75
1.20 LAU 18-37,CH0434678436,91.25,1.2,"Lausanne, Stadt",LAU181,43467843,2.03,13.08,20181024,14.4,26.10.2037,100.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,90.1,91.95,100.0,2.0324,91.25,20201103.0,,,,,0,0,0.0,0.0,Switzerland,Communities & Cities,Bond,1,1,,"Lausanne, Stadt",,,A+,Ja,,,,,,,A+,Domestic,2022-10-26,0.7899999999999999,92.04
1.20 RAGB 25 /EE,AT0000A1FAP5,107.98,1.2,Austria,EU2959,28613192,,,20150623,,20.10.2025,9062.9,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,107.98,,,,,,0,0,0.0,0.0,Eurobond EUR,Countries,Bond,0,0,,,,,,,,,,,,,,Foreign,2022-10-20,0.81,108.79
1.20 ZG KB 22-28,CH1188229772,97.2,1.2,Zuger Kantonalbank,ZG221,118822977,1.796,4.831,20220602,5.0,02.06.2028,150.0,Bonds - CHF Domestic,CHF,0.0,0.0,45000,97.2,-Market,0.0,0.0,97.2,20230612.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Zuger Kantonalbank,,,AAA,Nein,,,,,,,AAA,Domestic,2023-06-02,0.06,97.26
1.205 AFRICA 20-25,CH0569237701,96.75,1.205,Africa Finance Corporation,AFC20,56923770,3.262,2.241,20200930,2.33,30.09.2025,150.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,95.6,96.75,200.0,1.1957,96.75,20230616.0,,,,,0,0,0.0,0.0,NG,Misc. services,Bond,1,1,Green Bond,,,,,,,,,,,,,Foreign,2022-09-30,0.8803194444444444,97.63031944444444
1.24 CWBA 22-29,CH1204175140,95.4,1.24,Commonwealth BK of Australia,CWA23,120417514,2.162,5.938,20220902,6.25,02.09.2029,250.0,Bonds - CHF Foreign,CHF,0.0,0.0,100000,94.65,95.75,100.0,1.1555,95.4,20230613.0,,,,,0,0,0.0,0.0,Australia,Banks,Bond,1,1,,,,,,,,,,,A+,,A+,Foreign,2022-09-02,1.0023333333333333,96.40233333333335
1.25 BKUBSG 17-25,CH0343366842,102.6,1.25,UBS Group AG,EUF083,34336684,,,20170717,,17.07.2025,1500.0,Bonds - Non CHF,EUR,0.0,0.0,0,,,0.0,,102.6,,,,,,0,0,0.0,0.0,Listed Foreign Currency Bond EUR,Banks,Bond,1,1,,UBS Group AG,A3,,A-,Ja,,,,,,,A-,Foreign,2022-07-17,1.1736111111111112,103.77361111111111
1.25 BNG 14-24,CH0241528741,99.68,1.25,BNG Bank N.V.,BNG14,24152874,,,20140430,,30.04.2024,360.0,Bonds - CHF Foreign,CHF,0.0,0.0,250000,99.51,99.7,145.0,0.1908,99.68,20230612.0,,,,,0,0,0.0,0.0,Netherlands,Banks,Bond,1,1,,,,,,,,,,,AAA,,AAA,Foreign,2023-04-30,0.17708333333333331,99.85708333333334
1.25 EGW 12-27,CH0185754162,99.1,1.25,EGW,EGW43,18575416,1.841,3.912,20120615,4.04,15.06.2027,163.4,Bonds - CHF Domestic,CHF,0.0,0.0,100000,97.8,-Market,0.0,0.0,99.1,20230413.0,,,,,0,0,0.0,0.0,Switzerland,Issuing agencies,Bond,1,1,,EGW,,,AAA,Ja,,,,,,,AAA,Domestic,2023-06-15,0.017361111111111112,99.11736111111111
1.25 EGW 22-42,CH1170565738,93.4,1.25,EGW,EGW66,117056573,1.855,16.749,20220425,18.9,25.04.2042,111.4,Bonds - CHF Domestic,CHF,0.0,0.0,100000,90.8,-Market,0.0,0.0,93.4,20230406.0,,,,,0,0,0.0,0.0,Switzerland,Issuing agencies,Bond,1,1,,EGW,,,AAA,Ja,,,,,,,AAA,Domestic,2023-04-25,0.19444444444444445,93.59444444444445
1.25 EIDG 12-24,CH0127181177,99.72,1.25,Schweiz. Eidgenossenschaft,E121,12718117,1.51,0.975,20120611,1.03,11.06.2024,3343.4,Bonds - CHF Domestic,CHF,-0.06,-0.06,100000,99.7,99.81,1250.0,0.1103,99.78,20230620.0,103813.484,99.72,99.72,99.72,35000,0,34902.0,34902.0,Switzerland,Countries,Bond,1,1,,Schweiz. Eidgenossenschaft,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2023-06-11,0.03125,99.75125
1.25 EIDG 12-37,CH0127181193,102.56,1.25,Schweiz. Eidgenossenschaft,E123,12718119,1.097,12.806,20120627,14.07,27.06.2037,4054.1,Bonds - CHF Domestic,CHF,0.0,0.0,100000,102.31,102.93,100.0,0.6042,102.56,20230609.0,,,,,0,0,0.0,0.0,Switzerland,Countries,Bond,1,1,,Schweiz. Eidgenossenschaft,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2022-06-27,1.2430555555555556,103.80305555555556
1.25 EIDG 14-26,CH0224396983,100.4,1.25,Schweiz. Eidgenossenschaft,E14,22439698,1.17,2.902,20140528,2.99,28.05.2026,3803.5,Bonds - CHF Domestic,CHF,0.05,0.05,250000,100.27,100.38,250.0,0.1096,100.35,20230620.0,103140.508,100.4,100.4,100.4,50000,0,50200.0,50200.0,Switzerland,Countries,Bond,1,1,,Schweiz. Eidgenossenschaft,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2023-05-28,0.0798611111111111,100.47986111111112
1.25 EIDG 23-43 /Z,CH0557778815,102.12,1.25,Schweiz. Eidgenossenschaft,E279,55777881,,,20230628,,28.06.2043,902.4,Bonds - CHF Domestic,CHF,0.0,0.0,100000,102.5,103.37,100.0,0.8452,102.12,,,,,,0,0,0.0,0.0,Switzerland,Countries,Bond,0,1,,Schweiz. Eidgenossenschaft,Aaa,,AAA,Ja,,,,,,,AAA,Domestic,2022-06-28,1.2395833333333335,103.35958333333333
1.25 FR KB 14-24,CH0244175201,100.2,1.25,Freiburger Kantonalbank,FRK141,24417520,2.139,0.953,20140603,1.01,03.06.2024,150.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,99.17,-Market,0.0,0.0,100.2,20230601.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Freiburger Kantonalbank,,,AA+,Nein,,,,,,,AA+,Domestic,2023-06-03,0.059027777777777776,100.25902777777777
1.25 GLENCRF 18-24,CH0435590390,98.85,1.25,Glencore Finance Ltd,GLE18,43559039,2.399,1.29,20181009,1.36,09.10.2024,175.0,Bonds - CHF Foreign,CHF,0.01,0.01,75000,98.55,98.85,80.0,0.304,98.84,20230620.0,93030.0,98.85,98.85,98.85,20000,0,19770.0,19770.0,Jersey,Misc. services,Bond,1,1,,,,,,,,,,,BBB+,,BBB+,Foreign,2022-10-09,0.8819444444444445,99.73194444444444
1.25 GR KB 12-24,CH0186472822,99.15,1.25,Graubündner Kantonalbank,GRK121,18647282,2.132,0.983,20120614,1.04,14.06.2024,135.0,Bonds - CHF Domestic,CHF,0.0,0.0,100000,99.16,99.41,100.0,0.2518,99.15,20230619.0,,,,,0,0,0.0,0.0,Switzerland,Banks,Bond,1,1,,Graubündner Kantonalbank,,,AA+,Ja,,,,,,,AA+,Domestic,2023-06-14,0.020833333333333332,99.17083333333333
